ProfileID,Age,Gender,Region,EducationLevel,FieldOfStudy,ExperienceYears,YearsSinceGraduation,DigitalSkillLevel,EnglishLevel,CurrentEmploymentStatus,DesiredIndustry,PreferredJobType,TechnicalSkills,SoftSkills,CertificationsCount
922,20,Male,Shinyanga,Secondary,Health,0,0,Medium,Intermediate,Unemployed,Manufacturing,Remote,"Logistics coordination, Microsoft Office, Project management, Digital marketing","Teamwork, Critical thinking, Time management",0
923,21,Male,Iringa,Secondary,Information Technology,2,2,Medium,Basic,Self-employed,Transport,Customer-facing,"English communication, Database management, Quality control, Programming (Python)","Critical thinking, Leadership, Teamwork",0
924,26,Female,Kagera,Secondary,Business,0,0,Low,Basic,Full-time,Education,Customer-facing,"Project management, Programming (Python), Web development","Adaptability, Teamwork",1
925,25,Male,Morogoro,Vocational/Technical,Business,0,4,High,Intermediate,Full-time,Transport,Field,"Project management, Web development","Problem solving, Teamwork",3
926,26,Male,Zanzibar South,Bachelor,Agriculture,0,5,Medium,Basic,Unemployed,Transport,Remote,"Sales, Food preparation","Communication, Teamwork, Resilience",3
927,22,Male,Njombe,Diploma,Finance,0,0,High,Advanced,Internship,Trade,Field,"Programming (Python), Teaching support","Problem solving, Critical thinking, Creativity",2
928,26,Female,Katavi,Bachelor,Agriculture,1,1,Medium,Basic,Unemployed,Agriculture,Office,"Food preparation, Logistics coordination, Graphic design","Creativity, Teamwork, Time management",1
929,19,Female,Kilimanjaro,Bachelor,Engineering,2,2,Low,Advanced,Unemployed,Construction,Remote,"Digital marketing, Programming (Python)","Creativity, Communication, Teamwork",1
930,25,Female,Dar es Salaam,Higher Diploma,Education,1,4,Low,Intermediate,Internship,Healthcare,Customer-facing,"Customer service, Accounting, Microsoft Office, Social media management","Critical thinking, Time management",3
931,19,Female,Mara,Vocational/Technical,Logistics,1,2,Low,Advanced,Part-time,Transport,Customer-facing,"Accounting, Customer service","Time management, Critical thinking, Teamwork",1
932,24,Male,Shinyanga,Secondary,Logistics,4,7,Medium,Intermediate,Part-time,Banking,Customer-facing,"Database management, Network support","Adaptability, Teamwork",2
933,21,Male,Shinyanga,Diploma,Logistics,0,0,Medium,Intermediate,Internship,ICT,Remote,"Sales, Digital marketing","Resilience, Leadership",3
934,22,Male,Singida,Higher Diploma,Engineering,2,2,Low,Intermediate,Self-employed,Agriculture,Field,"Data analysis, Network support, Database management, Customer service","Time management, Problem solving, Teamwork",3
935,25,Female,Dar es Salaam,Diploma,Health,0,5,High,Advanced,Internship,Trade,Remote,"Sales, Accounting, Graphic design","Creativity, Time management",1
936,28,Female,Manyara,Vocational/Technical,Hospitality,1,7,Low,Intermediate,Informal work,Healthcare,Remote,"Food preparation, Database management, Data analysis","Problem solving, Communication",0
937,24,Male,Kilimanjaro,Diploma,Information Technology,0,3,High,Basic,Informal work,Education,Office,"Inventory management, English communication","Problem solving, Leadership",1
938,25,Female,Ruvuma,Bachelor,Hospitality,2,2,Medium,Intermediate,Unemployed,Banking,Customer-facing,"Programming (Python), Database management","Problem solving, Communication, Leadership",1
939,24,Female,Songwe,No formal qualification,Arts,0,0,Medium,Intermediate,Part-time,Trade,Field,"Inventory management, Project management, Microsoft Office","Adaptability, Time management",1
940,23,Female,Mara,Higher Diploma,Finance,3,3,Medium,Intermediate,Informal work,Banking,Customer-facing,"Graphic design, Mechanical maintenance","Communication, Problem solving, Resilience",1
941,25,Male,Ruvuma,Vocational/Technical,Logistics,4,7,High,Basic,Unemployed,ICT,Field,"Customer service, English communication","Problem solving, Customer focus, Communication",2
942,25,Male,Zanzibar Urban/West,No formal qualification,Engineering,6,6,Medium,Intermediate,Self-employed,Transport,Office,"Project management, Customer service, Data analysis, Microsoft Office","Problem solving, Critical thinking",1
943,23,Female,Dar es Salaam,Bachelor,Arts,1,2,Medium,Advanced,Full-time,Transport,Office,"Food preparation, Mechanical maintenance, Digital marketing","Customer focus, Critical thinking",1
944,23,Male,Tabora,Bachelor,Hospitality,1,1,Medium,Advanced,Internship,Agriculture,Office,"Database management, Inventory management, Mechanical maintenance","Time management, Resilience",3
945,27,Female,Ruvuma,Higher Diploma,Agriculture,1,5,High,Intermediate,Self-employed,Education,Office,"Mechanical maintenance, Sales, Teaching support, Digital marketing","Leadership, Problem solving, Resilience",2
946,27,Female,Pemba South,Secondary,Arts,1,1,High,Intermediate,Full-time,Manufacturing,Customer-facing,"Web development, Quality control, Mechanical maintenance, Sales","Leadership, Customer focus, Communication",2
947,18,Male,Kagera,Diploma,Health,0,0,Medium,Intermediate,Informal work,Transport,Office,"Inventory management, Project management","Time management, Communication, Problem solving",3
948,24,Male,Pemba South,Higher Diploma,Business,0,0,Medium,Intermediate,Full-time,Education,Field,"Microsoft Office, Programming (Python), Project management, Digital marketing","Time management, Resilience, Customer focus",2
949,23,Male,Iringa,Bachelor,Health,2,2,Medium,Basic,Self-employed,Agriculture,Remote,"Programming (Python), Graphic design","Time management, Teamwork",1
950,22,Male,Mbeya,Secondary,Hospitality,0,1,High,Intermediate,Self-employed,Agriculture,Remote,"Accounting, Programming (Python), Social media management","Critical thinking, Adaptability, Communication",2
951,24,Male,Songwe,Secondary,Engineering,3,5,Low,Basic,Full-time,Agriculture,Remote,"Data analysis, Mechanical maintenance, Digital marketing, Social media management","Resilience, Time management",1
952,28,Male,Geita,No formal qualification,Education,3,8,High,Intermediate,Unemployed,Transport,Customer-facing,"Teaching support, Network support","Teamwork, Customer focus, Problem solving",2
953,20,Female,Mbeya,Vocational/Technical,Logistics,1,2,Low,Advanced,Part-time,Trade,Office,"Network support, Microsoft Office","Customer focus, Leadership",2
954,23,Male,Iringa,Vocational/Technical,Engineering,1,2,Medium,Basic,Informal work,Tourism,Field,"English communication, Graphic design, Customer service, Social media management","Communication, Time management, Critical thinking",0
955,21,Male,Rukwa,Bachelor,Health,0,0,Low,Basic,Internship,Agriculture,Customer-facing,"Logistics coordination, Accounting, Project management, Microsoft Office","Leadership, Customer focus",2
956,25,Male,Pemba North,Bachelor,Information Technology,1,1,High,Basic,Unemployed,Manufacturing,Office,"Customer service, Graphic design, Logistics coordination","Adaptability, Teamwork, Time management",3
957,22,Female,Mbeya,Vocational/Technical,Health,1,1,Low,Advanced,Self-employed,Education,Remote,"Database management, Inventory management","Critical thinking, Communication, Creativity",3
958,21,Female,Zanzibar Urban/West,Diploma,Agriculture,2,3,Medium,Intermediate,Part-time,Construction,Customer-facing,"Database management, Customer service","Creativity, Resilience, Time management",1
959,18,Female,Ruvuma,Higher Diploma,Education,0,0,High,Basic,Full-time,Trade,Customer-facing,"English communication, Inventory management, Digital marketing, Accounting","Critical thinking, Teamwork",1
960,26,Female,Dar es Salaam,Secondary,Finance,2,7,High,Advanced,Self-employed,Construction,Field,"Database management, Food preparation","Time management, Teamwork",1
961,21,Male,Njombe,Vocational/Technical,Business,1,1,Low,Basic,Unemployed,Construction,Field,"Programming (Python), Web development, Social media management, Customer service","Adaptability, Problem solving, Communication",0
962,20,Female,Lindi,Bachelor,Finance,0,1,Low,Basic,Internship,Healthcare,Remote,"Project management, Accounting, Mechanical maintenance, Graphic design","Time management, Teamwork, Critical thinking",3
963,25,Female,Mtwara,Diploma,Arts,0,0,Medium,Intermediate,Self-employed,Trade,Office,"Microsoft Office, Customer service, Web development","Resilience, Teamwork, Critical thinking",1
964,20,Male,Njombe,Higher Diploma,Engineering,0,0,High,Basic,Informal work,Banking,Field,"Logistics coordination, Digital marketing, Data analysis","Creativity, Leadership, Communication",0
965,23,Male,Geita,Higher Diploma,Arts,1,3,High,Basic,Unemployed,ICT,Remote,"Network support, Inventory management","Resilience, Teamwork",3
966,22,Male,Kagera,Vocational/Technical,Engineering,1,2,Medium,Intermediate,Part-time,Trade,Field,"Quality control, Customer service, Database management, Microsoft Office","Customer focus, Creativity, Adaptability",3
967,20,Female,Morogoro,Secondary,Agriculture,0,1,High,Intermediate,Part-time,Education,Customer-facing,"Microsoft Office, Customer service","Critical thinking, Problem solving, Creativity",3
968,19,Female,Geita,Bachelor,Information Technology,1,2,High,Basic,Full-time,Manufacturing,Field,"Network support, Programming (Python)","Communication, Resilience",0
969,19,Male,Tabora,Bachelor,Engineering,0,0,Medium,Advanced,Part-time,Tourism,Customer-facing,"Project management, Network support, Quality control, Graphic design","Resilience, Time management, Teamwork",0
970,18,Female,Kigoma,Higher Diploma,Information Technology,0,0,Medium,Intermediate,Unemployed,Agriculture,Customer-facing,"Food preparation, Microsoft Office, Mechanical maintenance, Logistics coordination","Critical thinking, Communication, Customer focus",1
971,20,Female,Katavi,Vocational/Technical,Agriculture,1,3,High,Intermediate,Full-time,Construction,Office,"Quality control, Project management, Sales, Customer service","Resilience, Creativity",1
972,18,Female,Tanga,No formal qualification,Finance,0,1,High,Intermediate,Unemployed,Tourism,Field,"Programming (Python), Inventory management, English communication","Adaptability, Resilience, Creativity",1
973,23,Male,Ruvuma,Vocational/Technical,Education,0,4,Low,Advanced,Full-time,Banking,Remote,"Project management, Digital marketing, Food preparation","Creativity, Critical thinking, Time management",0
974,22,Male,Shinyanga,No formal qualification,Health,1,1,Medium,Intermediate,Internship,Trade,Office,"Microsoft Office, Data analysis","Teamwork, Critical thinking, Customer focus",2
975,27,Male,Mtwara,Higher Diploma,Health,0,4,Low,Intermediate,Internship,Tourism,Office,"Logistics coordination, Food preparation, Web development","Communication, Leadership, Resilience",1
976,26,Male,Simiyu,Bachelor,Hospitality,0,3,Low,Advanced,Unemployed,Healthcare,Office,"Data analysis, Web development, Accounting, Inventory management","Leadership, Critical thinking, Creativity",1
977,27,Male,Mbeya,Vocational/Technical,Logistics,0,1,Medium,Intermediate,Unemployed,Trade,Customer-facing,"Customer service, Sales","Communication, Teamwork",0
978,20,Female,Manyara,Diploma,Business,3,3,High,Basic,Full-time,Construction,Office,"Programming (Python), Data analysis","Critical thinking, Leadership",1
979,21,Female,Kilimanjaro,Secondary,Information Technology,3,4,Medium,Advanced,Informal work,Manufacturing,Office,"Network support, Database management","Communication, Time management, Creativity",0
980,20,Female,Kilimanjaro,Vocational/Technical,Information Technology,1,1,High,Intermediate,Part-time,Construction,Office,"Mechanical maintenance, Web development, Food preparation, Digital marketing","Customer focus, Creativity",0
981,24,Female,Shinyanga,No formal qualification,Education,0,0,Medium,Basic,Full-time,Healthcare,Office,"Graphic design, Social media management, English communication, Customer service","Creativity, Time management",3
982,27,Male,Katavi,Vocational/Technical,Hospitality,3,4,Medium,Basic,Informal work,Construction,Customer-facing,"Customer service, English communication, Project management, Digital marketing","Customer focus, Problem solving, Critical thinking",1
983,23,Female,Pwani,Bachelor,Education,2,2,Medium,Basic,Informal work,Tourism,Customer-facing,"Inventory management, Logistics coordination","Teamwork, Adaptability",0
984,27,Male,Geita,Higher Diploma,Health,3,7,Low,Intermediate,Full-time,Transport,Customer-facing,"Customer service, Mechanical maintenance","Communication, Resilience",0
985,23,Female,Lindi,Vocational/Technical,Hospitality,4,6,Medium,Basic,Internship,Tourism,Customer-facing,"Quality control, Food preparation, Microsoft Office","Communication, Adaptability",0
986,20,Female,Mara,Secondary,Education,1,2,Low,Basic,Full-time,ICT,Remote,"Microsoft Office, Database management","Teamwork, Problem solving",1
987,25,Male,Lindi,No formal qualification,Information Technology,2,3,Medium,Intermediate,Informal work,Trade,Office,"Food preparation, Graphic design","Time management, Creativity",1
988,20,Male,Manyara,Secondary,Health,0,1,High,Advanced,Full-time,Trade,Field,"Mechanical maintenance, Graphic design, Social media management","Teamwork, Communication",2
989,22,Male,Iringa,Vocational/Technical,Agriculture,0,0,Medium,Intermediate,Internship,Tourism,Office,"Data analysis, Programming (Python), Logistics coordination, Accounting","Customer focus, Time management",1
990,25,Female,Dar es Salaam,No formal qualification,Engineering,7,7,Low,Basic,Unemployed,Trade,Customer-facing,"Accounting, Programming (Python)","Adaptability, Leadership",2
991,25,Male,Iringa,Bachelor,Information Technology,3,6,Medium,Intermediate,Unemployed,Agriculture,Field,"Microsoft Office, Inventory management","Customer focus, Adaptability",0
